"id","pmid","nam","des","syn","mol","form","iup","smi","pdb","kegg","hmdb","mp","ws","db","rec","ref"
"20245","643658","Guggulsterone M","NA","Guggulsterone M  20-Methoxy-4;17(20)E-pregnadiene-3;16-dione  (8xi;9xi;14xi;17E)-20-methoxypregna-4;17-diene-3;16-dione  pregna-4;17-diene-3;16-dione; 20-methoxy-; (8xi;9xi;14xi;17E)-  17-(1-Methoxy-e","342.47","C22H30O3","(8S;9R;10R;13S;14S;17E)-17-(1-methoxyethylidene)-10;13-dimethyl-1;2;6;7;8;9;11;12;14;15-decahydrocyclopenta[a]phenanthrene-3;16-dione","CC(=C1C(=O)CC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)OC","NA","NA","HMDB0002726","NA","NA","NA","Q3SZL0; Q96RI1; Q60641; Q62735; Q811W9; Q811X0; Q811X1; Q811X2; Q8JHU2","HMDB"
"20246","13472","1;4-androstadiene-3;17-dione","structure","Boldione 1;4-androstadiene-3;17-dione  Androstadienedione  1-Dehydroandrostenedione  androsta-1;4-diene-3;17-dione","284.39","C19H24O2","(8R;9S;10R;13S;14S)-10;13-dimethyl-7;8;9;11;12;14;15;16-octahydro-6H-cyclopenta[a]phenanthrene-3;17-dione","CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C=CC34C","1EUP;1H62;1XF0","NA","HMDB0003422","NA","NA","NA","NA","HMDB"
"20247","439479","3;7;12-trihydroxycholestan-26-al","structure in first source","3;7;12-Trihydroxycholestan-26-al  3alpha;7alpha;12alpha-Trihydroxy-5beta-cholestan-26-al  (3alpha;5beta;7alpha;12alpha)-3;7;12-trihydroxycholestan-26-al  Cholestan-26-al; 3;7;12-trihydroxy-;  (3alpha;","434.65","C27H46O4","(6R)-2-methyl-6-[(3R;5S;7R;8R;9S;10S;12S;13R;14S;17R)-3;7;12-trihydroxy-10;13-dimethyl-2;3;4;5;6;7;8;9;11;12;14;15;16;17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]heptanal","CC(CCCC(C)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C)C=O","NA","C01301","HMDB0003533","NA","NA","NA","NA","HMDB"
"20248","440114","5beta-Androstane-3;17-dione","NA","Androstanedione  Etiocholanedione  5beta-Androstanedione  5beta-androstane-3;17-dione  Etiocholane-3;17-dione  5-Beta-Androstane-3;17-Dione  Androstane-3;17-dione; (5beta)-","288.42","C19H28O2","(5R;8R;9S;10S;13S;14S)-10;13-dimethyl-2;4;5;6;7;8;9;11;12;14;15;16-dodecahydro-1H-cyclopenta[a]phenanthrene-3;17-dione","CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4=O)C","2O5Z","C03772","HMDB0003769","NA","NA","NA","NA","HMDB"
"20249","440558","Cholesta-5;7;24-trien-3 beta-ol","major metabolite of incubation in vitro of mevalonic acid with yeast;  structure","7-Dehydrodesmosterol cholesta-5;7;24-trien-3 beta-ol  24-Dehydroprovitamin D3 cholesta-5;7;24-trien-3 beta-ol  cholest-5Z;7Z;24-trien-3beta-ol  (3beta)-cholesta-5;7;24-trien-3-ol  Cholesta-5;7;24-trie","382.62","C27H42O","(3S;9S;10R;13R;14R;17R)-10;13-dimethyl-17-[(2R)-6-methylhept-5-en-2-yl]-2;3;4;9;11;12;14;15;16;17-decahydro-1H-cyclopenta[a]phenanthren-3-ol","CC(CCC=C(C)C)C1CCC2C1(CCC3C2=CC=C4C3(CCC(C4)O)C)C","NA","C05107","HMDB0003896","NA","NA","NA","NA","HMDB"
"20250","160615","4;17 beta-dihydroxy-4-androstene-3-one","NA","7alpha-Hydroxytestosterone 4;17beta-dihydroxy-4-androstene-3-one  4-OHT 4-Androstene-7alpha-17beta-diol-3-one  Androst-4-en-3-one; 4;17-dihydroxy-; (17beta)-","304.42","C19H28O3","(8R;9S;10R;13S;14S;17S)-4;17-dihydroxy-10;13-dimethyl-1;2;6;7;8;9;11;12;14;15;16;17-dodecahydrocyclopenta[a]phenanthren-3-one","CC12CCC3C(C1CCC2O)CCC4=C(C(=O)CCC34C)O","NA","C05291","HMDB0003956","NA","NA","NA","NA","HMDB"
"20251","440705","21-hydroxypregnenolone","RN given refers to (3beta)-isomer;","21-Hydroxypregnenolone 5-Pregnen-3.beta.;21-diol-20-one","332.48","C21H32O3","2-hydroxy-1-(3-hydroxy-10;13-dimethyl-2;3;4;7;8;9;11;12;14;15;16;17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl)ethanone","CC12CCC3C(C1CCC2C(=O)CO)CC=C4C3(CCC(C4)O)C","NA","C05485","HMDB0004026","NA","NA","NA","NA","HMDB"
"20252","65517","7-hydroxydehydroepiandrosterone","RN given refers to (3beta;7alpha)-isomer","7beta-OH-DHEA 7-Hydroxydehydroepiandrosterone 7beta-hydroxydehydroepiandrosterone 7alpha-Hydroxydehydroepiandrosterone  Androst-5-en-17-one; 3;7-dihydroxy-; (3beta;7alpha)-","304.42","C19H28O3","(3S;7S;8R;9S;10R;13S;14S)-3;7-dihydroxy-10;13-dimethyl-1;2;3;4;7;8;9;11;12;14;15;16-dodecahydrocyclopenta[a]phenanthren-17-one","CC12CCC3C(C1CCC2=O)C(C=C4C3(CCC(C4)O)C)O","NA","NA","HMDB0004611","NA","NA","NA","NA","HMDB"
"20253","9817954","7b-Hydroxydehydroepiandrosterone","NA","NA","304.42","C19H28O3","(3S;7R;8R;9S;10R;13S;14S)-3;7-dihydroxy-10;13-dimethyl-1;2;3;4;7;8;9;11;12;14;15;16-dodecahydrocyclopenta[a]phenanthren-17-one","CC12CCC3C(C1CCC2=O)C(C=C4C3(CCC(C4)O)C)O","NA","NA","HMDB0004624","NA","NA","NA","NA","HMDB"
"20254","98521","4-Chloromethandienone","NA","Oral turinabol D-4-chloro-17 beta-hydroxy-3-oxo-17alpha-methylandrosta-1;4-diene  Turinabol-oral CDMT 4-Chloro-methandienone Dehydrochlormethyltestosterone 4-Chloro-17alpha-methyl-17beta-hydroxy-1;4-a","334.88","C20H27ClO2","(8R;9S;10R;13S;14S;17S)-4-chloro-17-hydroxy-10;13;17-trimethyl-7;8;9;11;12;14;15;16-octahydro-6H-cyclopenta[a]phenanthren-3-one","CC12CCC3C(C1CCC2(C)O)CCC4=C(C(=O)C=CC34C)Cl","NA","NA","HMDB0004634","NA","NA","NA","NA","HMDB"
"20255","54580","Fluticasone","used in nasal spray for seasonal allergic rhinitis","atemur  fluticasone Cultivate  Cutivate Flixonase Flixotide Flusonal  Fluspiral  Flutivate  Inalacor","500.57","C25H31F3O5S","[(6S;9R;10S;11S;13S;14S;16R;17R)-6;9-difluoro-17-(fluoromethylsulfanylcarbonyl)-11-hydroxy-10;13;16-trimethyl-3-oxo-6;7;8;11;12;14;15;16-octahydrocyclopenta[a]phenanthren-17-yl] propanoate","CCC(=O)OC1(C(CC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C)C(=O)SCF","NA","NA","HMDB0005036","NA","NA","NA","P79686; Q6XLJ0; P49115; P04150; P06537; P49843; O73673; Q9N1U3; Q5R9P5; P59667; P06536; P79269; O13186; O46567; P35547; Q95267; P49844; Q3MSN1; Q3MSN4","HMDB"
"20256","134881","Beta-Cortol","structure given in first source","Cortol-3-glucuronide 20beta-Cortol-3-glucuronide  20alpha-Cortol-3-glucuronide  85071-10-9 cortol-3-glucuronide  beta-D-Glucopyranosiduronic acid;  (3alpha;5beta;11beta;20S)-11;17;20;21-tetrahydroxypr","368.51","C27H44O11","(2S;3S;4R;5R;6R)-6-[(10S;11R;13S;17R)-17-[(1S)-1;2-dihydroxyethyl]-11;17-dihydroxy-10;13-dimethyl-1;2;3;4;5;6;7;8;9;11;12;14;15;16-tetradecahydrocyclopenta[a]phenanthren-3-yl]-3;4;5;6-tetrahydroxyoxane-2-carboxylic acid","CC12CCC(CC1CCC3C2C(CC4(C3CCC4(C(CO)O)O)C)O)C5(C(C(C(C(O5)C(=O)O)O)O)O)O","NA","NA","HMDB0005821","NA","NA","NA","NA","HMDB"
"20257","136297","4-Androstenediol","NA","4-Androstenediol  Androst-4-ene-3beta;17beta-diol  3beta;17beta-Dihydroxy-4-androstene  delta4-Androstene-3beta;17beta-diol  Androst-4-ene-3.beta.;17.beta.-diol  3.beta.;17.beta.-Dihydroxy-4-androsten","290.44","C19H30O2","(3S;8R;9S;10R;13S;14S;17S)-10;13-dimethyl-2;3;6;7;8;9;11;12;14;15;16;17-dodecahydro-1H-cyclopenta[a]phenanthrene-3;17-diol","CC12CCC3C(C1CCC2O)CCC4=CC(CCC34C)O","NA","C14210","HMDB0005849","NA","NA","NA","Q9TT90; Q8MIK0; O97776; P10275; O97952; Q6QT55; P19091; O97775; O97960; Q9GKL7; P49699; Q7T1K4; P15207; O18925; O18928; O55065; O55066; O93244; O93245","HMDB"
"20258","4141504","Tetrahydro-11-deoxycortisol","(3alpha;5beta)-isomer has angiostatic activity","Tetrahydro-S  Tetrahydrocortexolone  Tetrahydrodeoxycortisol tetrahydro-11-deoxycortisol  11-Deoxytetrahydrocortisol  5beta-Pregnane-3alpha;17alpha;21-triol-20-one  3alpha;17alpha;21-Trihydroxy-5beta-","350.49","C21H34O4","1-(3;17-dihydroxy-10;13-dimethyl-1;2;3;4;5;6;7;8;9;11;12;14;15;16-tetradecahydrocyclopenta[a]phenanthren-17-yl)-2-hydroxyethanone","CC12CCC(CC1CCC3C2CCC4(C3CCC4(C(=O)CO)O)C)O","NA","C14594","HMDB0005972","NA","NA","NA","NA","HMDB"
"20259","628988","Ethyltestosterone","NA","Pregn-4-en-3-one; 17-hydroxy-  17.alpha.-Pregn-4-en-3-one; 17-hydroxy-  Pregn-4-en-3-one; 17-hydroxy-; (17.alpha.)-","316.48","C21H32O2","17-ethyl-17-hydroxy-10;13-dimethyl-2;6;7;8;9;11;12;14;15;16-decahydro-1H-cyclopenta[a]phenanthren-3-one","CCC1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)O","NA","NA","HMDB0006002","NA","NA","NA","NA","HMDB"
"20260","6429895","7a;17-dimethyl-5b-Androstane-3a;17b-diol","NA","NA","320.51","C21H36O2","(3R;5R;7R;17S)-7;10;13;17-tetramethyl-1;2;3;4;5;6;7;8;9;11;12;14;15;16-tetradecahydrocyclopenta[a]phenanthrene-3;17-diol","CC1CC2CC(CCC2(C3C1C4CCC(C4(CC3)C)(C)O)C)O","NA","NA","HMDB0006013","NA","NA","NA","NA","HMDB"
"20261","72061","Oxymesterone","NA","Oxymesterone  Oranabol  Oximesteronum  Anamidol  Aranabol  Ossimesterone  Oxymesteronum  Oximesterona","318.45","C20H30O3","(8R;9S;10R;13S;14S;17S)-4;17-dihydroxy-10;13;17-trimethyl-2;6;7;8;9;11;12;14;15;16-decahydro-1H-cyclopenta[a]phenanthren-3-one","CC12CCC(=O)C(=C1CCC3C2CCC4(C3CCC4(C)O)C)O","NA","C14665","HMDB0006027","4.16","NA","NA","Q9TT90; Q8MIK0; O97776; P10275; O97952; Q6QT55; P19091; O97775; O97960; Q9GKL7; P49699; Q7T1K4; P15207","HMDB"
"20262","101850","11-ketoetiocholanolone","RN given refers to (3alpha;5beta)-isomer","11-Ketoetiocholanolone Etiocholanol-11-one  11-Oxoetiocholanolone 11-Oxoaetiocholanolone  Ba 2684  5beta-Androstan-3alpha-ol-11;17-dione  3alpha-Hydroxy-5beta-androstane-11;17-dione  3alpha-Hydroxy-11","304.42","C19H28O3","(3R;5R;8S;9S;10S;13S;14S)-3-hydroxy-10;13-dimethyl-2;3;4;5;6;7;8;9;12;14;15;16-dodecahydro-1H-cyclopenta[a]phenanthrene-11;17-dione","CC12CCC(CC1CCC3C2C(=O)CC4(C3CCC4=O)C)O","NA","C14552","HMDB0006031","NA","NA","NA","NA","HMDB"
"20263","10214816","4-Dihydroboldenone","NA","NA","288.42","C19H28O2","(6S;9S;10R;13S;14S;17S)-17-hydroxy-6;13-dimethyl-2;6;7;8;9;10;11;12;14;15;16;17-dodecahydro-1H-cyclopenta[a]phenanthren-3-one","CC1CC2C(CCC3(C2CCC3O)C)C4C1=CC(=O)CC4","NA","NA","HMDB0006035","NA","NA","NA","NA","HMDB"
"20264","9547253","1-a;24R;25-Trihydroxyvitamin D2","NA","(24R)-1alpha;24;25-trihydroxyvitamin D2  (24R)-1alpha;24;25-trihydroxyergocalciferol  (5Z;7E;22E)-(1S;3R;24R)-9;10-seco-5;7;10(19);22-ergostatetraene-1;  3;24;25-tetrol","444.65","C28H44O4","(1R;3S;5Z)-5-[(2E)-2-[(1R;3aS;7aR)-1-[(E;2R;5R)-5;6-dihydroxy-5;6-dimethylhept-3-en-2-yl]-7a-methyl-2;3;3a;5;6;7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidenecyclohexane-1;3-diol","CC(C=CC(C)(C(C)(C)O)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C","NA","NA","HMDB0006227","NA","NA","NA","NA","HMDB"
"20265","6446280","Calcitetrol","NA","calcitetrol  (24R)-24-Hydroxycalcitriol  1alpha;24R;25(OH)3D3  1alpha;24R;25-trihydroxyvitamin D3  1-alpha;24(R);25-Trihydroxyvitamin D3  1alpha;24R;25-trihydroxycholecalciferol  (1-alpha;3-beta;5Z;7E","432.64","C27H44O4","(1R;3S;5Z)-5-[(2E)-2-[(1R;3aS;7aR)-1-[(2R;5R)-5;6-dihydroxy-6-methylheptan-2-yl]-7a-methyl-2;3;3a;5;6;7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidenecyclohexane-1;3-diol","CC(CCC(C(C)(C)O)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C","NA","NA","HMDB0006228","NA","NA","NA","NA","HMDB"
"20266","92746","zymosterol","a 4;14-desmethyl intermediate between LANOSTEROL and CHOLESTEROL","Zymosterol zymostrol  5alpha-Cholesta-8;24-dien-3beta-ol  delta8;24-Cholestadien-3beta-ol  5-alpha-Cholesta-8;24-dien-3-beta-ol","384.64","C27H44O","(3S;5S;10S;13R;14R;17R)-10;13-dimethyl-17-[(2R)-6-methylhept-5-en-2-yl]-2;3;4;5;6;7;11;12;14;15;16;17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol","CC(CCC=C(C)C)C1CCC2C1(CCC3=C2CCC4C3(CCC(C4)O)C)C","NA","C05437","HMDB0006271","8.65","NA","NA","NA","HMDB"
"20267","NA","7-a;25-Dihydroxycholesterol","7 alpha-hydroxylation is not directly involved; positively or negatively; in the action of 25- or 27-hydroxycholesterol as suppressors of HMG-CoA reductase activity. Human diploid fibroblasts (HDF) and the human melanoma cell line SK-MEL-2 converted 25-hydroxycholesterol into 7 alpha;25-dihydroxycho","7alpha;25-Dihydroxycholesterol#Cholest-5-ene-3beta;7alpha;25-triol#7-alpha;25-Dihydroxycholesterol#Cholest-5-ene-3-beta;7-alpha;25-triol#Cholest-5-ene-3-b;7-a;25-triol#Cholest-5-ene-3b;7a;25-triol#7-a","418.65","C27H46O3","cholest-5-ene-3beta;7alpha;25-triol","CC(CCCC(C)(C)O)C1CCC2C3C(O)C=C4CC(O)CCC4(C)C3CCC12C","NA","C15520","HMDB0006280","NA","NA","NA","NA","HMDB"
"20268","111049","Dehydrocholesterol","NA","Dehydrocholesterol  9beta;10alpha-Cholesta-5;7-dien-3beta-ol","384.64","C27H44O","(3S;9R;10S;13R;14R;17R)-10;13-dimethyl-17-[(2R)-6-methylheptan-2-yl]-2;3;4;9;11;12;14;15;16;17-decahydro-1H-cyclopenta[a]phenanthren-3-ol","CC(C)CCCC(C)C1CCC2C1(CCC3C2=CC=C4C3(CCC(C4)O)C)C","NA","NA","HMDB0006505","NA","NA","NA","NA","HMDB"
"20269","101770","zymostenol","RN given refers to (3beta;5alpha)-isomer; RN for cpd without isomeric  designation not available 9/88","Zymostenol Cholestenol  delta(8)-Cholestenol 5alpha-Cholest-8-en-3beta-ol  5alpha-Cholest-8(9)-en-3beta-ol Cholest-8-en-3-ol; (3beta;5alpha)-","386.65","C27H46O","(3S;5S;10S;13R;14R;17R)-10;13-dimethyl-17-[(2R)-6-methylheptan-2-yl]-2;3;4;5;6;7;11;12;14;15;16;17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol","CC(C)CCCC(C)C1CCC2C1(CCC3=C2CCC4C3(CCC(C4)O)C)C","NA","C03845","HMDB0006541","NA","NA","NA","NA","HMDB"
"20270","5283711","Cholecalciferol","Derivative of 7-dehydroxycholesterol formed by ULTRAVIOLET RAYS  breaking of the C9-C10 bond. It differs from ERGOCALCIFEROL in having  a single bond between C22 and C23 and lacking a methyl group at  C24.","Cholecalciferol  Colecalciferol  Delta-D  Vitamin D3 Delta-D (TN)","384.64","C27H44O","(1S;3E)-3-[(2E)-2-[(1R;3aS;7aR)-7a-methyl-1-[(2R)-6-methylheptan-2-yl]-2;3;3a;5;6;7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidenecyclohexan-1-ol","CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C","NA","C05443; D00188","HMDB0006719","NA","NA","NA","NA","HMDB"
"20271","6368826","5;6-trans-25-Hydroxyvitamin D3","NA","5;6-trans-25-Hydroxyvitamin D3  25-Hydroxy-5;6-trans-vitamin D3  5;6-trans-25-Hydroxycholecalciferol  25-Hydroxy-5;6-trans-cholecalciferol  (3beta;5E;7E)-9;10-Secocholesta-5;7;10(19)-triene-3;25-diol ","400.64","C27H44O2","(3E)-3-[(2Z)-2-[1-(6-hydroxy-6-methylheptan-2-yl)-7a-methyl-2;3;3a;5;6;7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidenecyclohexan-1-ol","CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C","NA","NA","HMDB0006721","NA","NA","NA","NA","HMDB"
"20272","NA","25-Hydroxytachysterol3","25-Hydroxytachysterol3 is a hydroxylated derivative of tachysterol3. 25-hydroxytachysterol is converted to 25-hydroxyprevitamin D3; which is then converted to the hydroxyvitamin D3 through a thermally induced rearrangement. It is now established that; during exposure to sunlight; the cutaneous reser","9;10-Secocholesta-5(10);6;8-triene-3;25-diol#25-Hydroxytachysterol3#25-Hydroxytachysterol","400.64","C27H44O2","NA","CC(CCCC(C)(C)O)C1CCC2C(=CCCC12C)C=CC1=C(C)CCCC1O","NA","NA","HMDB0006722","NA","NA","NA","NA","HMDB"
"20273","16061338","20:2 Cholesteryl ester","NA","20:2 Cholesteryl ester  cholest-5-en-3beta-yl (11Z;14Z-eicosadienoate)","677.14","C47H80O2","[(3S;8S;9S;10R;13R;14S;17R)-10;13-dimethyl-17-[(2R)-6-methylheptan-2-yl]-2;3;4;7;8;9;11;12;14;15;16;17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl](11Z;14Z)-icosa-11;14-dienoate","CCCCCC=CCC=CCCCCCCCCCC(=O)OC1CCC2(C3CCC4(C(C3CC=C2C1)CCC4C(C)CCCC(C)C)C)C","NA","C02530","HMDB0006734","NA","NA","NA","NA","HMDB"
"20274","16061340","22:2 Cholesteryl ester","NA","22:2 Cholesteryl ester  cholest-5-en-3beta-yl (13Z;16Z-docosadienoate)","705.19","C49H84O2","[(3S;8S;9S;10R;13R;14S;17R)-10;13-dimethyl-17-[(2R)-6-methylheptan-2-yl]-2;3;4;7;8;9;11;12;14;15;16;17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl](13Z;16Z)-docosa-13;16-dienoate","CCCCCC=CCC=CCCCCCCCCCCCC(=O)OC1CCC2(C3CCC4(C(C3CC=C2C1)CCC4C(C)CCCC(C)C)C)C","NA","C02530","HMDB0006737","NA","NA","NA","NA","HMDB"
"20275","439423","7-dehydrocholesterol","RN given refers to (3beta)-isomer; structure; main provitamin in skin  that is converted by sunlight to cholecalciferol (vitamin D3)","7-Dehydrocholesterol Provitamin D3  Dehydrocholesterol  Cholesta-5;7-dien-3beta-ol  5;7-Cholestadien-3-beta-ol  3beta-Hydroxy-5;7-cholestadiene","384.64","C27H44O","(3S;9S;10R;13R;14R;17R)-10;13-dimethyl-17-[(2R)-6-methylheptan-2-yl]-2;3;4;9;11;12;14;15;16;17-decahydro-1H-cyclopenta[a]phenanthren-3-ol","CC(C)CCCC(C)C1CCC2C1(CCC3C2=CC=C4C3(CCC(C4)O)C)C","NA","C01164","HMDB0000032","NA","NA","NA","NA","HMDB"
"20276","NA","3a;16a-Dihydroxyandrostenone","3a;16a-Dihydroxyandrostenone is the most abundant single urinary metabolite of 16a-hydroxydehydroisoandrosterone (PMID 6049445); present in normal; non-pregnant human. It was found in the urine sample from a patient who had an inoperable asymptomatic adrenal carcinoma and who excreted about 5 mg/day","3a;16a-Dihydroxyandrost-5-en-17-one#3a;16a-Dihydroxyandrostenone","304.42","C19H28O3","(3a;16a)-3;16-dihydroxy-Androst-5-en-17-one","CC12CC(O)CC1C3CCC4CC(O)=CC(=O)C4(C)C3CC2","NA","NA","HMDB0000324","NA","NA","NA","NA","HMDB"
"20277","247304","2-hydroxyestradiol","catechol estrogen; RN given refers to (17 beta)-isomer","2-Hydroxyestradiol 2-hydroxyestradiol  2-OH-Estradiol  2-hydroxy-estradiol  2-Hydroxyestradiol-17beta  2-OH-E2  2-hydroxy-17beta-estradiol","288.38","C18H24O3","(8R;9S;13S;14S;17S)-13-methyl-6;7;8;9;11;12;14;15;16;17-decahydrocyclopenta[a]phenanthrene-2;3;17-triol","CC12CCC3C(C1CCC2O)CCC4=CC(=C(C=C34)O)O","2BW7","C05301","HMDB0000338","NA","NA","NA","P06211; Q62986","HMDB"
"20278","6434253","24;25-Dihydroxyvitamin D3","A physiologically active metabolite of VITAMIN D. The compound is  involved in the regulation of calcium metabolism; alkaline phosphatase  activity; and enhances the calcemic effect of CALCITRIOL.","24;25-Dihydroxyvitamin D  24;25-dihydroxyvitamin D3 24;25-Dihydroxycholecalciferol (3beta;5Z;7E)-9;10-Secocholesta-5;7;10(19)-triene-3;24;25-triol","416.64","C27H44O3","(6R)-6-[(1R;3aS;4E;7aR)-4-[(2Z)-2-[(5S)-5-hydroxy-2-methylidenecyclohexylidene]ethylidene]-7a-methyl-2;3;3a;5;6;7-hexahydro-1H-inden-1-yl]-2-methylheptane-2;3-diol","CC(CCC(C(C)(C)O)O)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C","NA","NA","HMDB0000430","NA","NA","NA","NA","HMDB"
"20279","535378","Methyl-3;7-diketo-5.alpha.-cholanoate","NA","Methyl-3;7-diketo-5.alpha.-cholanoate  Methyl 5-.beta.-cholan-3;7-dione-24-oate  5.alpha.-Cholan-24-oic acid; 3;7-dioxo-; methyl ester","402.57","C25H38O4","methyl4-(10;13-dimethyl-3;7-dioxo-2;4;5;6;8;9;11;12;14;15;16;17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoate","CC(CCC(=O)OC)C1CCC2C1(CCC3C2C(=O)CC4C3(CCC(=O)C4)C)C","NA","NA","HMDB0000541","NA","NA","NA","NA","HMDB"
"20280","227041","Cholesteryl linoleate","RN given refers to (Z;Z)-isomer","Cholesterol linolate  Cholesterol; linoleate  Cholest-5-en-3-ol (3.beta.)-; 9;12-octadecadienoate; (Z;Z)-","649.08","C45H76O2","[10;13-dimethyl-17-(6-methylheptan-2-yl)-2;3;4;7;8;9;11;12;14;15;16;17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl]octadeca-9;12-dienoate","CCCCCC=CCC=CCCCCCCCC(=O)OC1CCC2(C3CCC4(C(C3CC=C2C1)CCC4C(C)CCCC(C)C)C)C","NA","C15441","HMDB0000610","NA","NA","NA","NA","HMDB"
"20281","79062","Cholesteryl palmitate","NA","Cholesterol palmitate  Cholesteryl hexadecanoate  Cholesterol; palmitate (8CI)  Cholest-5-ene-3-beta-yl palmitate  Hexadecanoic acid; cholesteryl ester  Cholest-5-en-3-ol (3beta)-; hexadecanoate","625.06","C43H76O2","[(9S;14S;17R)-10;13-dimethyl-17-[(2R)-6-methylheptan-2-yl]-2;3;4;7;8;9;11;12;14;15;16;17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl]hexadecanoate","CCCCCCCCCCCCCCCC(=O)OC1CCC2(C3CCC4(C(C3CC=C2C1)CCC4C(C)CCCC(C)C)C)C","NA","C11251","HMDB0000885","NA","NA","NA","NA","HMDB"
"20282","92730","11alpha-Hydroxyprogesterone","NA","11alpha-Hydroxyprogesterone  Progesterone; 11alpha-hydroxy-  4-Pregnen-11alpha-ol-3;20-dione","330.46","C21H30O3","(8S;9S;10R;11R;13S;14S;17S)-17-acetyl-11-hydroxy-10;13-dimethyl-1;2;6;7;8;9;11;12;14;15;16;17-dodecahydrocyclopenta[a]phenanthren-3-one","CC(=O)C1CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C","NA","C03747","HMDB0000920","2.13","NA","NA","NA","HMDB"
"20283","168408","Tauromuricholic acid","RN given refers to (3 alpha;5 beta;6 beta;7 beta)-isomer","NA","515.7","C26H45NO7S","2-[[(4R)-4-[(3R;5R;6S;7R;10R;13R;17R)-3;6;7-trihydroxy-10;13-dimethyl-2;3;4;5;6;7;8;9;11;12;14;15;16;17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanoyl]amino]ethanesulfonic acid","CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2C(C(C4C3(CCC(C4)O)C)O)O)C","NA","NA","HMDB0000932","NA","NA","NA","NA","HMDB"
"20284","439260","Norepinephrine","Precursor of epinephrine that is secreted by the adrenal medulla and  is a widespread central and autonomic neurotransmitter. Norepinephrine  is the principal transmitter of most postganglionic sympathetic fibers  and of the diffuse projection system in the brain arising from the  locus ceruleus. It","norepinephrine noradrenaline L-Noradrenaline  Arterenol  Levarterenol  L-Norepinephrine  L-arterenol  Levophed Adrenor  Aktamin","169.18","C8H11NO3","4-[(1R)-2-amino-1-hydroxyethyl]benzene-1;2-diol","C1=CC(=C(C=C1C(CN)O)O)O","NA","C00547; D00076","HMDB0000216","NA","NA","DB00368","P08588; P08913; P18825; P35348; P18089; P35368; P07550; P25100; P13945","Endonet"
"20285","66255","Norbolethone","structure given in first source","Genabol  Norbalethone  DL-Norbolethone  NORBOLETHONE  13-ethyl-17-hydroxy-18;19-dinor-17-pregn-4-en-20-yn-3-one  Norboletonum  Norboletona","316.48","C21H32O2","(8R;9S;10R;13S;14S;17S)-13;17-diethyl-17-hydroxy-1;2;6;7;8;9;10;11;12;14;15;16-dodecahydrocyclopenta[a]phenanthren-3-one","CCC12CCC3C(C1CCC2(CC)O)CCC4=CC(=O)CCC34","NA","D05204","HMDB0006026","NA","NA","NA","Q9TT90; Q8MIK0; O97776; P10275; O97952; Q6QT55; P19091; O97775; O97960; Q9GKL7; P49699; Q7T1K4; P15207","HMDB"
"20286","6437855","1;25-dihydroxyergocalciferol","RN given refers to (3beta;5Z;7E;22E)-isomer","1;25-Dihydroxyvitamin D2 1;25-Dihydroxyergocalciferol 1alpha;25-Dihydroxyvitamin D2  1;25-(OH)2D2 9;10-Segoergosta-5;7;10(19);22-tetraene-1;3;25-triol;  (3beta;5Z;7E;22E)-","428.65","C28H44O3","(1R;5Z)-5-[(2E)-2-[(1R;3aS;7aR)-1-[(E;2R;5S)-6-hydroxy-5;6-dimethylhept-3-en-2-yl]-7a-methyl-2;3;3a;5;6;7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidenecyclohexane-1;3-diol","CC(C=CC(C)C(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C","NA","NA","HMDB0006225","NA","NA","NA","NA","HMDB"
